__time,/cable_length/data,/hoist_motor_voltage/data,/sway_angle/data,/trolley_motor_voltage/data,/trolley_position/data
1717493140.071441,,0.000000000,,,
1717493140.084435,,,,,0.834666669
1717493140.095442,,,,2.901000023,
1717493140.100184,0.374704242,,,,
1717493140.100229,,,-5.111369133,,
1717493140.107413,,0.000000000,,,
1717493140.118405,,,,,0.834666669
1717493140.129421,,,,2.398999929,
1717493140.133421,0.374708533,,,,
1717493140.133452,,,-5.468100548,,
1717493140.141371,,0.000000000,,,
1717493140.152398,,,,,0.834666669
1717493140.162443,,,,1.881999969,
1717493140.166601,0.374731213,,,,
1717493140.166642,,,-5.754166603,,
1717493140.172467,,0.000000000,,,
1717493140.183414,,,,,0.834666669
1717493140.195483,,,,1.184000015,
1717493140.200242,0.374763817,,,,
1717493140.200282,,,-5.961706638,,
1717493140.206415,,0.000000000,,,
1717493140.218404,,,,,0.834666669
1717493140.228461,,,,0.554000020,
1717493140.234053,0.374782503,,,,
1717493140.234087,,,-6.074240685,,
1717493140.239406,,0.000000000,,,
1717493140.251410,,,,,0.834666669
1717493140.262439,,,,0.000000000,
1717493140.266790,0.374718904,,,,
1717493140.266827,,,-6.100811958,,
1717493140.280516,,0.000000000,,,
1717493140.290507,,,,,0.834666669
1717493140.300467,,,,0.000000000,
1717493140.301582,0.374621421,,,,
1717493140.301606,,,-6.016002655,,
1717493140.314487,,0.000000000,,,
1717493140.326449,,,,,0.834666669
1717493140.333258,0.374564826,,,,
1717493140.333318,,,-5.828459740,,
1717493140.336385,,,,0.000000000,
1717493140.352422,,0.000000000,,,
1717493140.367474,,,,,0.834611118
1717493140.367569,0.374527931,,,,
1717493140.367671,,,-5.521751404,,
1717493140.384472,,,,0.000000000,
1717493140.395464,,0.000000000,,,
1717493140.402734,0.374469012,,,,
1717493140.402787,,,-5.079957008,,
1717493140.405439,,,,,0.834555566
1717493140.420484,,,,0.000000000,
1717493140.430460,,0.000000000,,,
1717493140.435185,0.374365181,,,,
1717493140.435207,,,-4.504384995,,
1717493140.440450,,,,,0.834444463
1717493140.450420,,,,0.000000000,
1717493140.462423,,0.000000000,,,
1717493140.468098,0.374270201,,,,
1717493140.468154,,,-3.804229021,,
1717493140.475481,,,,,0.834388912
1717493140.485417,,,,0.000000000,
1717493140.494487,,0.000000000,,,
1717493140.501201,0.374200821,,,,
1717493140.501259,,,-2.971907616,,
1717493140.504418,,,,,0.834333360
1717493140.521466,,,,0.000000000,
1717493140.532455,,0.000000000,,,
1717493140.536315,0.374111027,,,,
1717493140.536341,,,-2.051339149,,
1717493140.542469,,,,,0.834277749
1717493140.552489,,,,0.000000000,
1717493140.562456,,0.000000000,,,
1717493140.568332,0.373984784,,,,
1717493140.568365,,,-1.035328746,,
1717493140.573530,,,,,0.834277749
1717493140.585486,,,,0.000000000,
1717493140.595535,,0.000000000,,,
1717493140.602874,0.373856455,,,,
1717493140.602909,,,0.000183200,,
1717493140.606531,,,,,0.834222198
1717493140.620500,,,,0.000000000,
1717493140.631491,,0.000000000,,,
1717493140.634488,0.373782843,,,,
1717493140.634511,,,1.037927747,,
1717493140.645485,,,,,0.834222198
1717493140.656529,,,,0.000000000,
1717493140.667655,0.373709351,,,,
1717493140.667698,,,2.069612026,,
1717493140.668459,,0.000000000,,,
1717493140.685541,,,,,0.834222198
1717493140.696603,,,,0.000000000,
1717493140.702451,0.373619586,,,,
1717493140.702496,,,3.053137064,,
1717493140.706474,,0.000000000,,,
1717493140.720490,,,,,0.834166646
1717493140.730421,,,,0.000000000,
1717493140.732721,0.373530656,,,,
1717493140.732782,,,3.929538488,,
1717493140.744492,,0.000000000,,,
1717493140.759562,,,,,0.834166646
1717493140.763243,0.373474270,,,,
1717493140.763284,,,4.673294544,,
1717493140.771445,,,,0.000000000,
1717493140.782500,,0.000000000,,,
1717493140.792595,,,,,0.834166646
1717493140.797705,0.373447150,,,,
1717493140.797746,,,5.268947124,,
1717493140.802447,,,,0.000000000,
1717493140.812435,,0.000000000,,,
1717493140.822586,,,,,0.834166646
1717493140.833042,0.373401940,,,,
1717493140.833074,,,5.707828045,,
1717493140.833477,,,,0.000000000,
1717493140.850563,,0.000000000,,,
1717493140.860555,,,,,0.834166646
1717493140.867588,0.373364985,,,,
1717493140.867620,,,5.998853683,,
1717493140.876516,,,,0.000000000,
1717493140.886563,,0.000000000,,,
1717493140.896685,,,,,0.833999991
1717493140.901640,0.373351842,,,,
1717493140.901678,,,6.074551582,,
1717493140.908502,,,,0.000000000,
1717493140.917555,,0.000000000,,,
1717493140.928570,,,,,0.833999991
1717493140.933214,0.373344421,,,,
1717493140.933248,,,5.970930099,,
1717493140.939547,,,,0.000000000,
1717493140.949558,,0.000000000,,,
1717493140.959578,,,,,0.833999991
1717493140.968504,0.373336613,,,,
1717493140.968522,,,5.731163979,,
1717493140.969498,,,,0.000000000,
1717493140.985640,,0.000000000,,,
1717493140.996663,,,,,0.833999991
1717493141.002197,0.373361707,,,,
1717493141.002223,,,5.271035194,,
1717493141.006576,,,,0.000000000,
1717493141.020587,,0.000000000,,,
1717493141.031601,,,,,0.833999991
1717493141.034256,0.373368591,,,,
1717493141.034275,,,4.660043716,,
1717493141.047548,,,,0.000000000,
1717493141.058634,,0.000000000,,,
1717493141.068698,0.373379707,,,,
1717493141.068749,,,3.942171812,,
1717493141.069542,,,,,0.833999991
1717493141.087605,,,,0.000000000,
1717493141.097734,,0.000000000,,,
1717493141.102343,0.373470396,,,,
1717493141.102383,,,3.092801809,,
1717493141.108554,,,,,0.833999991
1717493141.117601,,,,0.000000000,
1717493141.127601,,0.000000000,,,
1717493141.133688,0.373567671,,,,
1717493141.133739,,,2.155729294,,
1717493141.137549,,,,,0.833999991
1717493141.153670,,,,0.000000000,
1717493141.163614,,0.000000000,,,
1717493141.167066,0.373633415,,,,
1717493141.167095,,,1.139296055,,
1717493141.179580,,,,,0.833999991
1717493141.189664,,,,0.000000000,
1717493141.199628,,0.000000000,,,
1717493141.200777,0.373698860,,,,
1717493141.200803,,,0.111471675,,
1717493141.215667,,,,,0.833999991
1717493141.225633,,,,0.000000000,
1717493141.234623,0.373761386,,,,
1717493141.234668,,,-0.893864572,,
1717493141.237605,,0.000000000,,,
1717493141.254635,,,,,0.833999991
1717493141.265649,,,,0.000000000,
1717493141.267905,0.373846352,,,,
1717493141.267928,,,-1.833851576,,
1717493141.280583,,0.000000000,,,
1717493141.290653,,,,,0.833999991
1717493141.300619,,,,0.000000000,
1717493141.301541,0.373928338,,,,
1717493141.301565,,,-2.718588591,,
1717493141.314594,,0.000000000,,,
1717493141.325716,,,,,0.833999991
1717493141.336312,0.373992413,,,,
1717493141.336341,,,-3.505624056,,
1717493141.336557,,,,0.000000000,
1717493141.350654,,0.000000000,,,
1717493141.362617,,,,,0.833999991
1717493141.367989,0.374067098,,,,
1717493141.368026,,,-4.194755077,,
1717493141.373611,,,,0.000000000,
1717493141.387669,,0.000000000,,,
1717493141.398662,,,,,0.833999991
1717493141.402899,0.374105990,,,,
1717493141.402916,,,-4.718294621,,
1717493141.409601,,,,0.000000000,
1717493141.420603,,0.000000000,,,
1717493141.431622,,,,,0.833999991
1717493141.434376,0.374138027,,,,
1717493141.434406,,,-5.068776131,,
1717493141.447601,,,,0.000000000,
1717493141.458639,,0.000000000,,,
1717493141.468798,0.374167740,,,,
1717493141.468838,,,-5.272254944,,
1717493141.470639,,,,,0.833999991
1717493141.485670,,,,0.000000000,
1717493141.496671,,0.000000000,,,
1717493141.501759,0.374141961,,,,
1717493141.501779,,,-5.278279781,,
1717493141.506608,,,,,0.833999991
1717493141.516687,,,,0.000000000,
1717493141.526691,,0.000000000,,,
1717493141.534527,0.374124736,,,,
1717493141.534565,,,-5.121854305,,
1717493141.538615,,,,,0.833999991
1717493141.553692,,,,0.000000000,
1717493141.563734,,0.000000000,,,
1717493141.568071,0.374125600,,,,
1717493141.568100,,,-4.786840439,,
1717493141.576684,,,,,0.833999991
1717493141.586691,,,,0.000000000,
1717493141.597697,,0.000000000,,,
1717493141.601496,0.374067843,,,,
1717493141.601520,,,-4.266226292,,
1717493141.608761,,,,,0.833999991
1717493141.619713,,,,0.000000000,
1717493141.630664,,0.000000000,,,
1717493141.635066,0.373968720,,,,
1717493141.635115,,,-3.630023241,,
1717493141.640634,,,,,0.833999991
1717493141.652700,,,,0.000000000,
1717493141.663640,,0.000000000,,,
1717493141.667614,0.373935759,,,,
1717493141.667646,,,-2.844300508,,
1717493141.673654,,,,,0.833999991
1717493141.685682,,,,0.000000000,
1717493141.695674,,0.000000000,,,
1717493141.701435,0.373874307,,,,
1717493141.701456,,,-1.986719728,,
1717493141.707667,,,,,0.833999991
1717493141.718698,,,,0.000000000,
1717493141.728735,,0.000000000,,,
1717493141.734782,0.373830318,,,,
1717493141.734830,,,-1.074065924,,
1717493141.739632,,,,,0.833999991
1717493141.752727,,,,0.000000000,
1717493141.763740,,0.000000000,,,
1717493141.766393,0.373788059,,,,
1717493141.766448,,,-0.133557141,,
1717493141.778697,,,,,0.833999991
1717493141.788729,,,,0.000000000,
1717493141.798748,,0.000000000,,,
1717493141.799313,0.373723567,,,,
1717493141.799412,,,0.835484147,,
1717493141.813731,,,,,0.833999991
1717493141.824741,,,,0.000000000,
1717493141.832077,0.373661011,,,,
1717493141.832108,,,1.774572492,,
1717493141.833670,,0.000000000,,,
1717493141.849743,,,,,0.833999991
1717493141.860739,,,,0.000000000,
1717493141.867332,0.373535216,,,,
1717493141.867379,,,2.666405439,,
1717493141.871711,,0.000000000,,,
1717493141.885759,,,,,0.833944440
1717493141.895817,,,,0.000000000,
1717493141.901014,0.373479605,,,,
1717493141.901051,,,3.486039162,,
1717493141.905687,,0.000000000,,,
1717493141.917741,,,,,0.833944440
1717493141.927737,,,,0.000000000,
1717493141.932559,0.373423547,,,,
1717493141.932580,,,4.191470623,,
1717493141.937706,,0.000000000,,,
1717493141.947700,,,,,0.833944440
1717493141.959761,,,,0.000000000,
1717493141.965982,0.373396069,,,,
1717493141.966017,,,4.784006119,,
1717493141.969704,,0.000000000,,,
1717493141.983775,,,,,0.833944440
1717493141.995835,,,,0.000000000,
1717493142.000027,0.373394102,,,,
1717493142.000067,,,5.237781525,,
1717493142.005717,,0.000000000,,,
1717493142.015705,,,,,0.831555545
1717493142.027755,,,,0.000000000,
1717493142.032570,0.373412699,,,,
1717493142.032598,,,5.562260151,,
1717493142.037715,,0.000000000,,,
1717493142.047724,,,,,0.830055535
1717493142.057798,,,,0.000000000,
1717493142.066645,0.373376966,,,,
1717493142.066683,,,5.671738148,,
1717493142.070727,,0.000000000,,,
1717493142.083817,,,,,0.830055535
1717493142.094883,,,,0.000000000,
1717493142.099649,0.373356998,,,,
1717493142.099732,,,5.610694408,,
1717493142.104743,,0.000000000,,,
1717493142.114684,,,,,0.830055535
1717493142.124794,,,,0.000000000,
1717493142.132869,0.373393387,,,,
1717493142.132916,,,5.423083305,,
1717493142.134703,,0.000000000,,,
1717493142.150840,,,,,0.830055535
1717493142.160767,,,,0.000000000,
1717493142.166444,0.373399675,,,,
1717493142.166482,,,5.023750305,,
1717493142.170739,,0.000000000,,,
1717493142.182796,,,,,0.830055535
1717493142.193845,,,,0.000000000,
1717493142.199216,0.373397797,,,,
1717493142.199244,,,4.490952492,,
1717493142.203841,,0.000000000,,,
1717493142.214745,,,,,0.830055535
1717493142.224782,,,,0.000000000,
1717493142.233003,0.373422742,,,,
1717493142.233037,,,3.842213154,,
1717493142.235723,,0.000000000,,,
1717493142.252798,,,,,0.830055535
1717493142.262857,,,,0.000000000,
1717493142.265750,0.373468488,,,,
1717493142.265782,,,3.062502861,,
1717493142.277738,,0.000000000,,,
1717493142.289790,,,,,0.830055535
1717493142.299288,0.373503447,,,,
1717493142.299334,,,2.194424868,,
1717493142.299778,,,,0.000000000,
1717493142.315799,,0.000000000,,,
1717493142.325833,,,,,0.830055535
1717493142.332796,0.373573065,,,,
1717493142.332828,,,1.263220549,,
1717493142.335763,,,,0.000000000,
1717493142.353851,,0.000000000,,,
1717493142.364796,,,,,0.830055535
1717493142.366083,0.373665929,,,,
1717493142.366096,,,0.320297807,,
1717493142.380837,,,,0.000000000,
1717493142.390830,,0.000000000,,,
1717493142.399863,0.373740911,,,,
1717493142.399925,,,-0.617715180,,
1717493142.401794,,,,,0.830055535
1717493142.417819,,,,0.000000000,
1717493142.427795,,0.000000000,,,
1717493142.432665,0.373802900,,,,
1717493142.432690,,,-1.526085138,,
1717493142.439781,,,,,0.830055535
1717493142.448781,,,,0.000000000,
1717493142.458864,,0.000000000,,,
1717493142.466002,0.373856008,,,,
1717493142.466038,,,-2.405417204,,
1717493142.470793,,,,,0.830055535
1717493142.480783,,,,0.000000000,
1717493142.490824,,0.000000000,,,
1717493142.499358,0.373921067,,,,
1717493142.499382,,,-3.204344034,,
1717493142.500850,,,,,0.830055535
1717493142.515892,,,,0.000000000,
1717493142.525845,,0.000000000,,,
1717493142.532719,0.373971432,,,,
1717493142.532746,,,-3.898503542,,
1717493142.536780,,,,,0.830055535
1717493142.549865,,,,0.000000000,
1717493142.559955,,0.000000000,,,
1717493142.566154,0.374082685,,,,
1717493142.566184,,,-4.436106205,,
1717493142.569811,,,,,0.830055535
1717493142.583960,,,,0.000000000,
1717493142.593936,,0.000000000,,,
1717493142.599191,0.374177456,,,,
1717493142.599219,,,-4.827104568,,
1717493142.605836,,,,,0.830055535
1717493142.617916,,,,0.000000000,
1717493142.627872,,0.000000000,,,
1717493142.632529,0.374220967,,,,
1717493142.632557,,,-5.072180748,,
1717493142.638853,,,,,0.830055535
1717493142.649878,,,,0.000000000,
1717493142.661956,,0.000000000,,,
1717493142.665354,0.374234200,,,,
1717493142.665379,,,-5.129173756,,
1717493142.677877,,,,,0.830055535
1717493142.687872,,,,0.000000000,
1717493142.698960,,0.000000000,,,
1717493142.699016,0.374270499,,,,
1717493142.699032,,,-5.007304668,,
1717493142.714973,,,,,0.830055535
1717493142.723910,,,,0.000000000,
1717493142.732324,0.374301553,,,,
1717493142.732352,,,-4.724826813,,
1717493142.732835,,0.000000000,,,
1717493142.751988,,,,,0.830055535
1717493142.761924,,,,0.000000000,
1717493142.765908,0.374294043,,,,
1717493142.765937,,,-4.265536785,,
1717493142.773854,,0.000000000,,,
1717493142.784948,,,,,0.830055535
1717493142.794973,,,,0.000000000,
1717493142.799262,0.374335766,,,,
1717493142.799291,,,-3.664885521,,
1717493142.804872,,0.000000000,,,
1717493142.815866,,,,,0.830055535
1717493142.825907,,,,0.000000000,
1717493142.834545,0.374343157,,,,
1717493142.834563,,,-2.915030718,,
1717493142.836803,,0.000000000,,,
1717493142.852997,,,,,0.830055535
1717493142.863968,,,,0.000000000,
1717493142.867224,0.374330133,,,,
1717493142.867263,,,-2.093616486,,
1717493142.877909,,0.000000000,,,
1717493142.888899,,,,,0.830055535
1717493142.899050,,,,0.000000000,
1717493142.899080,0.374296635,,,,
1717493142.899089,,,-1.200647235,,
1717493142.912934,,0.000000000,,,
1717493142.922951,,,,,0.830055535
1717493142.932424,0.374283880,,,,
1717493142.932451,,,-0.278798670,,
1717493142.932876,,,,0.000000000,
1717493142.950958,,0.000000000,,,
1717493142.960973,,,,,0.830055535
1717493142.967250,0.374245405,,,,
1717493142.967285,,,0.680497825,,
1717493142.970859,,,,0.000000000,
1717493142.984910,,0.000000000,,,
1717493142.994901,,,,,0.830055535
1717493143.001140,0.374189079,,,,
1717493143.001175,,,1.642900348,,
1717493143.003856,,,,0.000000000,
1717493143.018984,,0.000000000,,,
1717493143.029890,,,,,0.830055535
1717493143.033931,0.374159724,,,,
1717493143.033960,,,2.550316572,,
1717493143.041866,,,,0.000000000,
1717493143.053061,,0.000000000,,,
1717493143.063010,,,,,0.830055535
1717493143.067157,0.374033153,,,,
1717493143.067203,,,3.376895428,,
1717493143.080942,,,,0.000000000,
1717493143.091900,,0.000000000,,,
1717493143.100683,0.373921335,,,,
1717493143.100724,,,4.097945690,,
1717493143.103940,,,,,0.830055535
1717493143.118001,,,,0.000000000,
1717493143.128944,,0.000000000,,,
1717493143.132888,0.373874873,,,,
1717493143.132922,,,4.706139565,,
1717493143.139875,,,,,0.830055535
1717493143.150969,,,,0.000000000,
1717493143.161020,,0.000000000,,,
1717493143.166731,0.373817593,,,,
1717493143.166772,,,5.184193134,,
1717493143.170888,,,,,0.830055535
1717493143.184962,,,,0.000000000,
1717493143.194992,,0.000000000,,,
1717493143.200098,0.373806417,,,,
1717493143.200134,,,5.516008377,,
1717493143.205918,,,,,0.830055535
1717493143.217030,,,,0.000000000,
1717493143.228975,,0.000000000,,,
1717493143.233297,0.373763680,,,,
1717493143.233328,,,5.650353432,,
1717493143.239960,,,,,0.830055535
1717493143.250995,,,,0.000000000,
1717493143.261026,,0.000000000,,,
1717493143.267338,0.373711705,,,,
1717493143.267380,,,5.605250359,,
1717493143.271966,,,,,0.830055535
1717493143.282009,,,,0.000000000,
1717493143.292977,,0.000000000,,,
1717493143.300436,0.373652607,,,,
1717493143.300483,,,5.416251659,,
1717493143.306948,,,,,0.830055535
1717493143.316996,,,,0.000000000,
1717493143.328042,,0.000000000,,,
1717493143.334135,0.373582900,,,,
1717493143.334184,,,5.015447617,,
1717493143.337907,,,,,0.830055535
1717493143.354018,,,,0.000000000,
1717493143.364051,,0.000000000,,,
1717493143.367262,0.373603433,,,,
1717493143.367282,,,4.472826481,,
1717493143.378970,,,,,0.830055535
1717493143.391038,,,,0.000000000,
1717493143.401062,0.373583227,,,,
1717493143.401101,,0.000000000,,,
1717493143.401116,,,3.822922945,,
1717493143.417017,,,,,0.830055535
1717493143.425989,,,,0.000000000,
1717493143.434069,0.373612255,,,,
1717493143.434091,,,3.032886744,,
1717493143.436923,,0.000000000,,,
1717493143.452080,,,,,0.830055535
1717493143.464059,,,,0.000000000,
1717493143.466853,0.373671800,,,,
1717493143.466899,,,2.162635803,,
1717493143.477970,,0.000000000,,,
1717493143.490036,,,,,0.830055535
1717493143.499041,,,,0.000000000,
1717493143.500102,0.373751074,,,,
1717493143.500155,,,1.204358220,,
1717493143.513021,,0.000000000,,,
1717493143.523145,,,,,0.830055535
1717493143.534101,,,,0.000000000,
1717493143.534753,0.373761237,,,,
1717493143.534837,,,0.225280583,,
1717493143.548103,,0.000000000,,,
1717493143.558095,,,,,0.830055535
1717493143.566277,0.373881668,,,,
1717493143.566319,,,-0.731643975,,
1717493143.567965,,,,0.000000000,
1717493143.585165,,0.000000000,,,
1717493143.596124,,,,,0.830055535
1717493143.601990,0.374006093,,,,
1717493143.602051,,,-1.641483307,,
1717493143.606983,,,,0.000000000,
1717493143.618078,,0.000000000,,,
1717493143.629116,,,,,0.830055535
1717493143.632143,0.374120682,,,,
1717493143.632183,,,-2.521878004,,
1717493143.646123,,,,0.000000000,
1717493143.656095,,0.000000000,,,
1717493143.664793,0.374244303,,,,
1717493143.664837,,,-3.313296556,,
1717493143.666014,,,,,0.830055535
1717493143.682130,,,,0.000000000,
1717493143.693112,,0.000000000,,,
1717493143.700944,0.374323457,,,,
1717493143.700988,,,-4.007923126,,
1717493143.704071,,,,,0.830055535
1717493143.720128,,,,0.000000000,
1717493143.731094,,0.000000000,,,
1717493143.732516,0.374407619,,,,
1717493143.732546,,,-4.554481506,,
1717493143.745136,,,,,0.830055535
1717493143.756131,,,,0.000000000,
1717493143.765586,0.374511331,,,,
1717493143.765640,,,-4.919884205,,
1717493143.766124,,0.000000000,,,
1717493143.780142,,,,,0.830055535
1717493143.790132,,,,0.000000000,
1717493143.799196,0.374569684,,,,
1717493143.799234,,0.000000000,,,
1717493143.799269,,,-5.130633354,,
1717493143.815133,,,,,0.830055535
1717493143.825112,,,,0.000000000,
1717493143.832249,0.374667495,,,,
1717493143.832296,,,-5.144159794,,
1717493143.835021,,0.000000000,,,
1717493143.850193,,,,,0.830055535
1717493143.862208,,,,0.000000000,
1717493143.865279,0.374671429,,,,
1717493143.865304,,,-4.979179859,,
1717493143.879173,,0.000000000,,,
1717493143.889143,,,,,0.830055535
1717493143.898589,0.374708951,,,,
1717493143.898633,,,-4.661816120,,
1717493143.901049,,,,0.000000000,
1717493143.916156,,0.000000000,,,
1717493143.927116,,,,,0.830055535
1717493143.934798,0.374677598,,,,
1717493143.934839,,,-4.159410954,,
1717493143.938068,,,,0.000000000,
1717493143.954169,,0.000000000,,,
1717493143.964155,,,,,0.830055535
1717493143.966689,0.374667317,,,,
1717493143.966712,,,-3.532866478,,
1717493143.979167,,,,0.000000000,
1717493143.989193,,0.000000000,,,
1717493144.000141,,,,,0.830055535
1717493144.000555,0.374621600,,,,
1717493144.000589,,,-2.748438835,,
1717493144.017156,,,,0.000000000,
1717493144.029212,,0.000000000,,,
1717493144.033621,0.374599934,,,,
1717493144.033658,,,-1.900742412,,
1717493144.041141,,,,,0.830055535
1717493144.052147,,,,0.000000000,
1717493144.062138,,0.000000000,,,
1717493144.066657,0.374522775,,,,
1717493144.066688,,,-0.998549938,,
1717493144.079173,,,,,0.830055535
1717493144.089203,,,,0.000000000,
1717493144.099179,,0.000000000,,,
1717493144.100574,0.374433577,,,,
1717493144.100618,,,-0.067531995,,
1717493144.113207,,,,,0.830055535
1717493144.123219,,,,0.000000000,
1717493144.133274,0.374329627,,,,
1717493144.133318,,,0.892435610,,
1717493144.134103,,0.000000000,,,
1717493144.151182,,,,,0.830055535
1717493144.162228,,,,0.000000000,
1717493144.165897,0.374246657,,,,
1717493144.165934,,,1.822873354,,
1717493144.173105,,0.000000000,,,
1717493144.183206,,,,,0.830055535
1717493144.195209,,,,0.000000000,
1717493144.198663,0.374179691,,,,
1717493144.198693,,,2.706110239,,
1717493144.209169,,0.000000000,,,
1717493144.220279,,,,,0.830055535
1717493144.230257,,,,0.000000000,
1717493144.233071,0.374151826,,,,
1717493144.233102,,,3.534518242,,
1717493144.245169,,0.000000000,,,
1717493144.255262,,,,,0.830055535
1717493144.266292,,,,0.000000000,
1717493144.266751,0.374059200,,,,
1717493144.266827,,,4.231898785,,
1717493144.280146,,0.000000000,,,
1717493144.290240,,,,,0.830055535
1717493144.300305,0.374021024,,,,
1717493144.300345,,,4.782423496,,
1717493144.301122,,,,0.000000000,
1717493144.318236,,0.000000000,,,
1717493144.329226,,,,,0.830055535
1717493144.332952,0.373969823,,,,
1717493144.332985,,,5.211824417,,
1717493144.341141,,,,0.000000000,
1717493144.352246,,0.000000000,,,
1717493144.362248,,,,,0.830055535
1717493144.366251,0.373946071,,,,
1717493144.366293,,,5.469317913,,
1717493144.373177,,,,0.000000000,
1717493144.383241,,0.000000000,,,
1717493144.393216,,,,,0.830055535
1717493144.399784,0.373964280,,,,
1717493144.399857,,,5.538361073,,
1717493144.403229,,,,0.000000000,
1717493144.418275,,0.000000000,,,
1717493144.429280,,,,,0.830055535
1717493144.431708,0.373988837,,,,
1717493144.431739,,,5.454168797,,
1717493144.447273,,,,0.000000000,
1717493144.457241,,0.000000000,,,
1717493144.465069,0.373971075,,,,
1717493144.465108,,,5.184351444,,
1717493144.467156,,,,,0.830055535
1717493144.487235,,,,0.000000000,
1717493144.497241,,0.000000000,,,
1717493144.498244,0.373990536,,,,
1717493144.498283,,,4.744329453,,
1717493144.511181,,,,,0.830055535
1717493144.522269,,,,0.000000000,
1717493144.531470,0.374031156,,,,
1717493144.531529,,,4.178781033,,
1717493144.533174,,0.000000000,,,
1717493144.549237,,,,,0.830055535
1717493144.561215,,,,0.000000000,
1717493144.565227,0.374103129,,,,
1717493144.565263,,,3.513934612,,
1717493144.571244,,0.000000000,,,
1717493144.581369,,,,,0.830055535
1717493144.592257,,,,0.000000000,
1717493144.598482,0.374148816,,,,
1717493144.598526,,,2.724819422,,
1717493144.602159,,0.000000000,,,
1717493144.617291,,,,,0.830055535
1717493144.627217,,,,0.000000000,
1717493144.631743,0.374224871,,,,
1717493144.631775,,,1.854430795,,
1717493144.637204,,0.000000000,,,
1717493144.647239,,,,,0.830055535
1717493144.658283,,,,0.000000000,
1717493144.665746,0.374285519,,,,
1717493144.665782,,,0.944599986,,
1717493144.669212,,0.000000000,,,
1717493144.685310,,,,,0.830055535
1717493144.695232,,,,0.000000000,
1717493144.699713,0.374347329,,,,
1717493144.699745,,,0.004858901,,
1717493144.705215,,0.000000000,,,
1717493144.716258,,,,,0.830055535
1717493144.727308,,,,0.000000000,
1717493144.734428,0.374342710,,,,
1717493144.734467,,,-0.922473133,,
1717493144.737242,,0.000000000,,,
1717493144.753295,,,,,0.830055535
1717493144.765355,,,,0.000000000,
1717493144.767001,0.374410182,,,,
1717493144.767037,,,-1.812045813,,
1717493144.779210,,0.000000000,,,
1717493144.789329,,,,,0.830055535
1717493144.799797,0.374468952,,,,
1717493144.799844,,,-2.639090061,,
1717493144.800290,,,,0.000000000,
1717493144.816336,,0.000000000,,,
1717493144.827315,,,,,0.830055535
1717493144.833461,0.374500901,,,,
1717493144.833499,,,-3.378506184,,
1717493144.839232,,,,0.000000000,
1717493144.849319,,0.000000000,,,
1717493144.860301,,,,,0.830055535
1717493144.866652,0.374574602,,,,
1717493144.866688,,,-3.986931324,,
1717493144.876291,,,,0.000000000,
1717493144.885372,,0.000000000,,,
1717493144.895293,,,,,0.830055535
1717493144.900063,0.374604344,,,,
1717493144.900109,,,-4.448171139,,
1717493144.905275,,,,0.000000000,
1717493144.916323,,0.000000000,,,
1717493144.928292,,,,,0.830055535
1717493144.933497,0.374585837,,,,
1717493144.933536,,,-4.754299164,,
1717493144.938244,,,,0.000000000,
1717493144.949325,,0.000000000,,,
1717493144.959324,,,,,0.830055535
1717493144.966829,0.374578476,,,,
1717493144.966866,,,-4.889063358,,
1717493144.971265,,,,0.000000000,
1717493144.984361,,0.000000000,,,
1717493144.994319,,,,,0.830055535
1717493145.000188,0.374542356,,,,
1717493145.000221,,,-4.867669582,,
1717493145.004270,,,,0.000000000,
1717493145.021339,,0.000000000,,,
1717493145.031380,,,,,0.830055535
1717493145.033520,0.374519944,,,,
1717493145.033552,,,-4.673222065,,
1717493145.047284,,,,0.000000000,
1717493145.057364,,0.000000000,,,
1717493145.066777,0.374490201,,,,
1717493145.066818,,,-4.334638119,,
1717493145.067403,,,,,0.830055535
1717493145.085429,,,,0.000000000,
1717493145.095317,,0.000000000,,,
1717493145.100458,0.374462575,,,,
1717493145.100495,,,-3.834460020,,
1717493145.105358,,,,,0.830055535
1717493145.118387,,,,0.000000000,
1717493145.129391,,0.000000000,,,
1717493145.134264,0.374387652,,,,
1717493145.134312,,,-3.216756582,,
1717493145.141289,,,,,0.830055535
1717493145.152384,,,,0.000000000,
1717493145.162326,,0.000000000,,,
1717493145.166853,0.374332309,,,,
1717493145.166896,,,-2.472672224,,
1717493145.173301,,,,,0.830055535
1717493145.182381,,,,0.000000000,
1717493145.192335,,0.000000000,,,
1717493145.199996,0.374246299,,,,
1717493145.200031,,,-1.645816803,,
1717493145.202305,,,,,0.830055535
1717493145.218360,,,,0.000000000,
1717493145.228336,,0.000000000,,,
1717493145.233822,0.374184102,,,,
1717493145.233863,,,-0.771140754,,
1717493145.238316,,,,,0.830055535
1717493145.248369,,,,0.000000000,
1717493145.259415,,0.000000000,,,
1717493145.266903,0.374120563,,,,
1717493145.266948,,,0.134558693,,
1717493145.269316,,,,,0.830055535
1717493145.284424,,,,0.000000000,
1717493145.294358,,0.000000000,,,
1717493145.299688,0.374010921,,,,
1717493145.299747,,,1.045085549,,
1717493145.304334,,,,,0.830055535
1717493145.315371,,,,0.000000000,
1717493145.325405,,0.000000000,,,
1717493145.333524,0.373917282,,,,
1717493145.333563,,,1.909859180,,
1717493145.335326,,,,,0.830055535
1717493145.357442,,,,0.000000000,
1717493145.366622,0.373807698,,,,
1717493145.366656,,,2.728197813,,
1717493145.367342,,0.000000000,,,
1717493145.383409,,,,,0.830055535
